TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
32;151,40000000037253;479,6000000005588;292,70000000018626;149,5;29;1220,888
30;156,8999999994412;478;296,20000000018626;156,20000000018626;29;1220,911
31,40000000037253;165,29999999981374;480,1000000005588;294,79999999981374;156,20000000018626;29;1220,934
30,59999999962747;157,19999999925494;489,5;301,69999999925494;155,69999999925494;29;1220,888
35,59999999962747;169,40000000037253;487,09999999962747;303,20000000018626;163,79999999981374;29;1220,911
30,300000000745058;151,90000000037253;469,20000000018626;287,6000000005588;149,70000000018626;29;1220,888
30;169;485,8999999994412;302,20000000018626;159;29;1220,911
35,09999999962747;159,3999999994412;480;295,5;158,59999999962747;29;1220,911
30;165,5;472,59999999962747;295,20000000018626;157,70000000018626;29;1220,911
32,700000000186265;155,59999999962747;477,59999999962747;292,09999999962747;154,59999999962747;29;1220,911
